Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR16496149,AMPLICON,501,60783946,PRJNA772946,SAMN22422775,Metagenome or environmental,38515638,BWH,2017-08-01,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699351,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,80,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,155-5,SRP342268
SRR16496150,AMPLICON,501,29658681,PRJNA772946,SAMN22422774,Metagenome or environmental,19214216,BWH,2017-07-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699350,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,228,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,155-4,SRP342268
SRR16496151,AMPLICON,501,70404903,PRJNA772946,SAMN22422773,Metagenome or environmental,44656044,BWH,2017-07-18,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699349,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,196,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,155-3,SRP342268
SRR16496152,AMPLICON,501,90344929,PRJNA772946,SAMN22422772,Metagenome or environmental,56376016,BWH,2017-07-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699348,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,81,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,155-2,SRP342268
SRR16496153,AMPLICON,501,53901042,PRJNA772946,SAMN22422771,Metagenome or environmental,34897047,BWH,2017-07-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699347,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,217,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,155-15,SRP342268
SRR16496154,AMPLICON,500,21458578,PRJNA772946,SAMN22422591,Metagenome or environmental,15149635,BWH,2016-03-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699346,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,125,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,106-5,SRP342268
SRR16496155,AMPLICON,501,35204412,PRJNA772946,SAMN22422573,Metagenome or environmental,24636060,BWH,2015-12-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699345,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,28,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,102-2,SRP342268
SRR16496156,AMPLICON,501,56868738,PRJNA772946,SAMN22422770,Metagenome or environmental,36131678,BWH,2017-07-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699344,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,130,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,155-1,SRP342268
SRR16496157,AMPLICON,501,85689652,PRJNA772946,SAMN22422769,Metagenome or environmental,53612788,BWH,2017-06-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699343,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,7,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,155-0,SRP342268
SRR16496158,AMPLICON,500,38980154,PRJNA772946,SAMN22422768,Metagenome or environmental,24463749,BWH,2017-07-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699342,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,255,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,153-6,SRP342268
SRR16496159,AMPLICON,500,87442350,PRJNA772946,SAMN22422767,Metagenome or environmental,56371195,BWH,2017-07-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699341,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,183,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,153-5,SRP342268
SRR16496160,AMPLICON,500,61469623,PRJNA772946,SAMN22422766,Metagenome or environmental,37274242,BWH,2017-07-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699340,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,99,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,153-4,SRP342268
SRR16496161,AMPLICON,500,43463322,PRJNA772946,SAMN22422765,Metagenome or environmental,27647733,BWH,2017-07-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699339,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,142,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,153-35,SRP342268
SRR16496162,AMPLICON,501,40664998,PRJNA772946,SAMN22422764,Metagenome or environmental,26332036,BWH,2017-07-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699338,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,167,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,153-3,SRP342268
SRR16496163,AMPLICON,500,40436291,PRJNA772946,SAMN22422763,Metagenome or environmental,25704823,BWH,2017-07-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699337,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,79,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,153-25,SRP342268
SRR16496164,AMPLICON,500,28145322,PRJNA772946,SAMN22422762,Metagenome or environmental,17793060,BWH,2017-07-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699336,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,112,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,153-2,SRP342268
SRR16496165,AMPLICON,501,43227267,PRJNA772946,SAMN22422761,Metagenome or environmental,27179186,BWH,2017-06-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699335,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,31,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:08:00Z,1,153-1,SRP342268
SRR16496166,AMPLICON,501,16088519,PRJNA772946,SAMN22422590,Metagenome or environmental,11464605,BWH,2016-03-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699334,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,174,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,106-4,SRP342268
SRR16496167,AMPLICON,501,47735560,PRJNA772946,SAMN22422760,Metagenome or environmental,29216237,BWH,2017-07-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699333,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,274,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,152-6,SRP342268
SRR16496168,AMPLICON,501,51897695,PRJNA772946,SAMN22422759,Metagenome or environmental,31204583,BWH,2017-06-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699332,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,114,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,152-4,SRP342268
SRR16496169,AMPLICON,501,32618278,PRJNA772946,SAMN22422758,Metagenome or environmental,20079603,BWH,2017-06-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699331,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,278,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,152-25,SRP342268
SRR16496170,AMPLICON,501,57380283,PRJNA772946,SAMN22422757,Metagenome or environmental,35018689,BWH,2017-06-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699330,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,129,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,152-2,SRP342268
SRR16496171,AMPLICON,501,39170364,PRJNA772946,SAMN22422756,Metagenome or environmental,25065505,BWH,2017-06-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699329,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,137,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,152-15,SRP342268
SRR16496172,AMPLICON,501,37289116,PRJNA772946,SAMN22422755,Metagenome or environmental,24361862,BWH,2017-05-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699328,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,32,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,152-1,SRP342268
SRR16496173,AMPLICON,500,48378493,PRJNA772946,SAMN22422754,Metagenome or environmental,28755986,BWH,2017-06-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699327,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,275,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,151-6,SRP342268
SRR16496174,AMPLICON,500,40434345,PRJNA772946,SAMN22422753,Metagenome or environmental,24771712,BWH,2017-06-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699326,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,181,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,151-4,SRP342268
SRR16496175,AMPLICON,500,34863334,PRJNA772946,SAMN22422752,Metagenome or environmental,21905711,BWH,2017-06-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699325,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,263,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,151-35,SRP342268
SRR16496176,AMPLICON,500,44428534,PRJNA772946,SAMN22422751,Metagenome or environmental,27344670,BWH,2017-05-31,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699324,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,24,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,151-3,SRP342268
SRR16496177,AMPLICON,501,24095229,PRJNA772946,SAMN22422589,Metagenome or environmental,17157299,BWH,2016-02-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699323,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,38,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,106-3,SRP342268
SRR16496178,AMPLICON,500,71758807,PRJNA772946,SAMN22422750,Metagenome or environmental,44121039,BWH,2017-05-28,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699322,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,220,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,151-25,SRP342268
SRR16496179,AMPLICON,500,45744376,PRJNA772946,SAMN22422749,Metagenome or environmental,28245463,BWH,2017-05-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699321,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,78,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,151-2,SRP342268
SRR16496180,AMPLICON,500,51827885,PRJNA772946,SAMN22422748,Metagenome or environmental,31215645,BWH,2017-05-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699320,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,178,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,151-1,SRP342268
SRR16496181,AMPLICON,501,79336372,PRJNA772946,SAMN22422747,Metagenome or environmental,47943565,BWH,2017-05-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699319,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,150,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,151-0,SRP342268
SRR16496182,AMPLICON,500,35345419,PRJNA772946,SAMN22422746,Metagenome or environmental,22384906,BWH,2017-06-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699318,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,239,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,150-6,SRP342268
SRR16496183,AMPLICON,501,40666127,PRJNA772946,SAMN22422745,Metagenome or environmental,26186675,BWH,2017-06-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699317,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,284,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,150-5,SRP342268
SRR16496184,AMPLICON,500,24397050,PRJNA772946,SAMN22422744,Metagenome or environmental,15873812,BWH,2017-06-02,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699316,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,13,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,150-4,SRP342268
SRR16496185,AMPLICON,500,27957284,PRJNA772946,SAMN22422743,Metagenome or environmental,18399777,BWH,2017-05-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699315,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,175,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,150-3,SRP342268
SRR16496186,AMPLICON,500,29365870,PRJNA772946,SAMN22422742,Metagenome or environmental,18659202,BWH,2017-05-23,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699314,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,120,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:09:00Z,1,150-25,SRP342268
SRR16496187,AMPLICON,500,27722265,PRJNA772946,SAMN22422741,Metagenome or environmental,17799369,BWH,2017-05-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699313,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,281,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,150-2,SRP342268
SRR16496188,AMPLICON,501,21884504,PRJNA772946,SAMN22422588,Metagenome or environmental,15520137,BWH,2016-02-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699312,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,261,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,106-2,SRP342268
SRR16496189,AMPLICON,501,34279121,PRJNA772946,SAMN22422740,Metagenome or environmental,22190268,BWH,2017-05-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX12699311,USA,North America,USA:Boston,Homo sapiens,Illumina MiSeq,stool sample,42.337 N 71.102 W,233,PAIRED,PCR,METAGENOMIC,gut metagenome,ILLUMINA,2021-11-22T00:00:00Z,2021-10-20T10:10:00Z,1,150-15,SRP342268
