Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study
SRR28172383,OTHER,302,13237541840,PRJNA1082417,SAMN40210222,Metagenome or environmental,4315919926,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802438,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.92 N 116.18 E,A060,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:27:00Z,1,A060,SRP492714
SRR28172384,OTHER,302,13352301538,PRJNA1082417,SAMN40210221,Metagenome or environmental,4304285204,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802437,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.91 N 116.18 E,A059,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:27:00Z,1,A059,SRP492714
SRR28172385,OTHER,302,13265177256,PRJNA1082417,SAMN40210220,Metagenome or environmental,4330545327,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802436,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.90 N 116.18 E,A058,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:28:00Z,1,A058,SRP492714
SRR28172386,OTHER,302,13479847916,PRJNA1082417,SAMN40210219,Metagenome or environmental,4328806264,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802435,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.89 N 116.18 E,A056,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:27:00Z,1,A056,SRP492714
SRR28172387,OTHER,302,13100370722,PRJNA1082417,SAMN40210218,Metagenome or environmental,4233780689,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802434,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.88 N 116.18 E,A055,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:27:00Z,1,A055,SRP492714
SRR28172388,OTHER,302,13397114714,PRJNA1082417,SAMN40210217,Metagenome or environmental,4380058710,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802433,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.87 N 116.18 E,A054,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:29:00Z,1,A054,SRP492714
SRR28172389,OTHER,302,15938293714,PRJNA1082417,SAMN40210190,Metagenome or environmental,5383978024,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802432,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.60 N 116.18 E,A007,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:32:00Z,1,A007,SRP492714
SRR28172390,OTHER,302,12379121336,PRJNA1082417,SAMN40210216,Metagenome or environmental,4079966969,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802431,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.86 N 116.18 E,A053,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:27:00Z,1,A053,SRP492714
SRR28172391,OTHER,302,13571083324,PRJNA1082417,SAMN40210215,Metagenome or environmental,4537702895,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802430,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.85 N 116.18 E,A051,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:28:00Z,1,A051,SRP492714
SRR28172392,OTHER,302,13328082648,PRJNA1082417,SAMN40210214,Metagenome or environmental,4406715812,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802429,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.84 N 116.18 E,A050,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:27:00Z,1,A050,SRP492714
SRR28172393,OTHER,302,14610611114,PRJNA1082417,SAMN40210213,Metagenome or environmental,4902999762,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802428,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.83 N 116.18 E,A049,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:29:00Z,1,A049,SRP492714
SRR28172394,OTHER,302,14349718750,PRJNA1082417,SAMN40210212,Metagenome or environmental,4840973825,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802427,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.82 N 116.18 E,A047,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:35:00Z,1,A047,SRP492714
SRR28172395,OTHER,302,13685296100,PRJNA1082417,SAMN40210211,Metagenome or environmental,4654183240,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802426,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.81 N 116.18 E,A045,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:32:00Z,1,A045,SRP492714
SRR28172396,OTHER,302,13269427906,PRJNA1082417,SAMN40210210,Metagenome or environmental,4424251210,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802425,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.80 N 116.18 E,A044,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:28:00Z,1,A044,SRP492714
SRR28172397,OTHER,302,13496894306,PRJNA1082417,SAMN40210209,Metagenome or environmental,4518775444,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802424,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.79 N 116.18 E,A043,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:33:00Z,1,A043,SRP492714
SRR28172398,OTHER,302,13481630924,PRJNA1082417,SAMN40210208,Metagenome or environmental,4462509727,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802423,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.78 N 116.18 E,A042,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:34:00Z,1,A042,SRP492714
SRR28172399,OTHER,302,13539314132,PRJNA1082417,SAMN40210207,Metagenome or environmental,4504122994,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802422,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.77 N 116.18 E,A041,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:31:00Z,1,A041,SRP492714
SRR28172400,OTHER,302,13315662596,PRJNA1082417,SAMN40210189,Metagenome or environmental,4591335867,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802421,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.59 N 116.18 E,A005,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:28:00Z,1,A005,SRP492714
SRR28172401,OTHER,302,14334971788,PRJNA1082417,SAMN40210206,Metagenome or environmental,4855470786,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802420,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.76 N 116.18 E,A040,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:32:00Z,1,A040,SRP492714
SRR28172402,OTHER,302,13280111156,PRJNA1082417,SAMN40210205,Metagenome or environmental,4465293338,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802419,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.75 N 116.18 E,A039,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:33:00Z,1,A039,SRP492714
SRR28172403,OTHER,302,13490706024,PRJNA1082417,SAMN40210204,Metagenome or environmental,4500739677,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802418,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.74 N 116.18 E,A037,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:30:00Z,1,A037,SRP492714
SRR28172404,OTHER,302,13293860310,PRJNA1082417,SAMN40210203,Metagenome or environmental,4390247583,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802417,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.73 N 116.18 E,A035,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:33:00Z,1,A035,SRP492714
SRR28172405,OTHER,302,14289159898,PRJNA1082417,SAMN40210202,Metagenome or environmental,4852359491,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802416,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.72 N 116.18 E,A033,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:33:00Z,1,A033,SRP492714
SRR28172406,OTHER,302,15223279118,PRJNA1082417,SAMN40210201,Metagenome or environmental,5130077499,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802415,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.71 N 116.18 E,A029,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:32:00Z,1,A029,SRP492714
SRR28172407,OTHER,302,13085097676,PRJNA1082417,SAMN40210200,Metagenome or environmental,4419596343,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802414,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.70 N 116.18 E,A028,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:32:00Z,1,A028,SRP492714
SRR28172408,OTHER,302,12963546904,PRJNA1082417,SAMN40210199,Metagenome or environmental,4404449790,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802413,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.69 N 116.18 E,A027,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:27:00Z,1,A027,SRP492714
SRR28172409,OTHER,302,13867585414,PRJNA1082417,SAMN40210198,Metagenome or environmental,4681776844,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802412,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.68 N 116.18 E,A026,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:33:00Z,1,A026,SRP492714
SRR28172410,OTHER,302,13846307702,PRJNA1082417,SAMN40210197,Metagenome or environmental,4711888133,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802411,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.67 N 116.18 E,A025,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:34:00Z,1,A025,SRP492714
SRR28172411,OTHER,302,13398891078,PRJNA1082417,SAMN40210188,Metagenome or environmental,4568460926,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802410,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.58 N 116.18 E,A002,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:27:00Z,1,A002,SRP492714
SRR28172412,OTHER,302,14821320742,PRJNA1082417,SAMN40210187,Metagenome or environmental,5008562115,XIYUAN HOSPITAL,2021,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX23802409,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,missing,39.57 N 116.18 E,A001,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,2024-07-25T00:00:00Z,2024-02-29T22:36:00Z,1,A001,SRP492714
